short_description,cmdb_ci
MCS - TW- Personal/Commercial Indicator - Sometimes Incorrect,MCS - MAPFRE Collections System
NEW PROBLEM/AFE/CA/E833BFIS/0104640097661/EXISTING POLICY TECH CONTROL COMING UP IN NB QUOTE,AFE
DNR Issue in Language Error. 6401050002495,TronWeb - Issue
5201070010826 Manual renewal - error message,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401040054150,TronWeb - Interface
"6401040055715 - Cannot see renewal term billing -""There was a problem trying to display this page""",MAC - MAPFRE Admin Center
MAC - There's no PD suffix option 52040719000086 URGENT,MAC - MAPFRE Admin Center
FL/PA Gear_Docusign Reform_Policies reforming for License Experience when Drivers licensed > 5 years,AFE
Submit proof of insurance to the DMV for policy: 6401040112475,TronWeb - Interface
8004010000678 Written premium is incorrect in MAC,MAC - MAPFRE Admin Center
6401030014670 when trying to add a driver received error,TronWeb - Issue
Tronweb AGTPRFT_2018 Out of Balances for Losses - Please Investigate,TronWeb - Reports
UNABLE TO OPEN SUFFIX- CLAIM # 64010419000358,TronWeb - Claims
ECM mmagc00650 report,TronWeb - Reports
Premium discrepancy,TronWeb - Issue
"8001080000659 The agent receives downloads however, received 3 cancellation notices by mail.    ",TronWeb - Print
"When trying to open report MMAGC00886 dated 1/21/19 (for 1/20/19 data), the wrong report opened ",TronWeb - Reports
Submit proof of insurance to the DMV for policy:6401040036788- proof of insurance needed,TronWeb - Interface
52010719000086 Involved parties > none listed > cannot add\change\delete > insured is not listed either  ,MAC - MAPFRE Admin Center
8001010066806- Unable to cxl this policy_Non Existent Code Error,TronWeb - Issue
New Business dec page did not print for 8006040003816. ,TronWeb - Print
8006150000793 & 8006150000982 Can't be cleared from Web Methods,webMethods
Submit proof of insurance to the DMV for policy:8001060010140,TronWeb - Interface
8001080009182 Tech control in Spanish. Please release it… Policy is not stuck in provisional status.,TronWeb - Issue
MMAGC01960   (Daily/Monthly Incurred Loss Report) for  January 17 is not in ECMViewer,TronWeb - Reports
PA RAPA Symbol Issues: Chgd on Endor_Numeric at Renw_Display in TW,TronWeb - Issue
Submit SR22 to the DMV for Driver   6401040036788- brandon johnson,TronWeb - Interface
"new problem/ca/afe/ca07541/6401050001497/non-existent code error message, patch needed",AFE
Ended job PRTPNCLCXT in group P_CNCREIPT as it had been running since 8:15am.  Spoke with Jakki Jejetti.,AS400A
8006170001389 - This tech control fired to late to review account. Renewal date is 02/28 and tech control only fired 01/18.,TronWeb - Issue
***Job GC01710 ended abnormally. 01/24/19 08:18:29.,AS400A
***Job TS02190 ended abnormally. 01/24/19 08:18:23.,AS400A
Job GC01710 ended abnormally,AS400A
Job TS02190 ended abnormally,AS400A
Claims not being added to driver tables,TronWeb - Issue
Ended job PRTPNCLCXT as it was running too long.  Jakki is going to work with Margie to end the job on the database & it will be resubmitted,AS400A
Job PRTPNCLCXT ended abnormally,AS400A
8008030007420 Policy is in pending cancellation but notice never generated,NCL Cover-All - Issue
Printing issue- Claimant ACK letter sent on 01-15-2019,TronWeb - Print
8006010004661 non-renewal defect,TronWeb - Issue
MCS - Enhancement - Adjust Logic for 2nd Placement,MCS - MAPFRE Collections System
MCS - Enhancement - Removing Success Messages,MCS - MAPFRE Collections System
MCS - Enhancement – Editing Insured's Contact Info,MCS - MAPFRE Collections System
5201070004289_Policy did not Pass Validation,TronWeb - Issue
Tronweb - B2C Payment Confirmation Message ,B2C
8006010005289 - documents not created for completed endorsement ,AFE
Wrong reason printed in Withdrawal notice,TronWeb - Print
8004010004721- Error saving policy: TRN-20003008:RECEIPT FORCES ALREADY COLLECTED CANCELLATION,NCL Cover-All - Issue
80010119000081 - Error while processing an endorsement,MAC - MAPFRE Admin Center
Payments in MAC are being issued under the wrong claims.,MAC - MAPFRE Admin Center
Submit proof of insurance to the DMV for policy:6401040112481,TronWeb - Interface
MAPGRE NCL Policy 8008030013448 Renewal booked with the binder number. Please patch and transfer premium to TW,NCL Cover-All - Issue
Submit proof of insurance to the DMV for policy: 8001010041846   ,TronWeb - Interface
TronWeb Fee Issue - Duplicate EP receipt movements created,TronWeb - Treasury
***Job GC00650 ended abnormally. 01/25/19 01:47:34.,AS400A
***Job GC00650 ended abnormally. 01/25/19 02:10:07.,AS400A
Submit proof of insurance to the DMV for policy: 8001010066130,TronWeb - Interface
***Job GC01970 ended abnormally. 01/25/19 08:54:11.,AS400A
MCS - 35 TW Policies have $0 starting balance,MCS - MAPFRE Collections System
Need zip code option for a  Canadian mailing address ,TronWeb - Issue
***Job EM02000 ended abnormally. 01/25/19 11:35:12.,AS400A
New Problem / MA / 20305 / DB Download / Agent did not,TronWeb - Interface
Add Canadian address in TW 52 - Third Parties Routine,TronWeb - Issue
8001060006440 - Policy is stuck in pending cancel state with date of 1/17/19. ,TronWeb - Issue
MAC PAYMENT ISSUE,MAC - MAPFRE Admin Center
FW: 8001060006440,TronWeb - Issue
Protection- paper doc fee,AFE
TronWeb - Register out of Balance,TronWeb - Treasury
AFE - Paper doc fee appears in the coverage Page,AFE
8001080009569 - ERROR on billing page,AFE
***Job GC01670 ended abnormally. 01/26/19 02:07:15.,AS400A
***Job GC01970 ended abnormally. 01/26/19 06:28:57.,AS400A
***Job GC01670 ended abnormally. 01/26/19 09:35:45.,AS400A
***Job M_FTPEARSS ended abnormally. 01/27/19 07:04:52.,AS400A
***Job GC01980 ended abnormally. 01/27/19 08:54:48.,AS400A
***Job GC01970 ended abnormally. 01/27/19 13:17:22.,AS400A
***Job M_FTPEARSS ended abnormally. 01/27/19 22:46:27.,AS400A
***Job M_FTPEARSS ended abnormally. 01/28/19 00:06:41.,AS400A
Tronweb policies that were set up for non-renewal but never showed on the policy_Occ several months ago,TronWeb - Issue
"MAPFRE - Policy 5204070001850 - : Error saving policy: TRN-20001001:INVALID ENDORSEMENT,",NCL Cover-All - Issue
***Job M_FTPEARSS ended abnormally. 01/28/19 09:36:47.,AS400A
STAT - TRONWEB ISO RAPA symbol errors causing over tolerance,TronWeb - Reports
8001080009569 - Page display error when click on billing history,MAC - MAPFRE Admin Center
California Protection Multicar Discount,TronWeb - Issue
PA Renewal Failures,TronWeb - Issue
"Trying to pull up rpt. MMAGC00886 in ECM Viewer for data of 1/26/19, ""no data found"" on one of the rpts. dated 1/27/19.  ",TronWeb - Reports
Need to add zip code for Canadian mailing address,TronWeb - Issue
8001060009888 PLEASE SEE SCREEN SHOT WHEN TRYING TO DO ENDORSMENT,TronWeb - Issue
MMAGC01960 is not in ECMViewer for  December 24 and   December 25,TronWeb - Reports
MAC - claim #64010417008075 -unable to increase a reserve - USER DOES NOT HAVE ACCESS TO REQUESTED DATA,MAC - MAPFRE Admin Center
"6401040101526 - When attempting to process an endorsement in MAC, the action screen is blank and unable to process reinstatement",MAC - MAPFRE Admin Center
AFE - MVR's not electronically available in CA and to change MVR TC Description.,AFE
6401040096219 - tries to load payment information and gets booted out to the login screen ,MAC - MAPFRE Admin Center
8004010000660 - backdated cancel,NCL Cover-All - Issue
"MMAGC01710 is not in ECMViewer for  January 24,  2019",AS400A
Adding/del risks on underlying pol causing data issues on PA UMB Questionnaire; Priority OD1; ETA TBD; Exposure Yes,TronWeb - Issue
PLEASE CREATE INVOICE FOR      8004010004828,NCL Cover-All - Issue
8006010012050 / LUDWICK_Change Mortgagee and Prem Incr on Endor,TronWeb - Issue
Submit proof of insurance to the DMV for policy:6401040089564,TronWeb - Interface
***Job FTPBNJ ended abnormally. 01/28/19 22:16:38.,AS400A
***Job FTPMBW ended abnormally. 01/28/19 22:16:38.,AS400A
Daily Transaction Report for 12-27-18.,TronWeb - Reports
***Job CRTIVANS80 ended abnormally. 01/29/19 07:46:57.,AS400A
Mapfre - 8004010000675 - AI error please assign to ncl team,NCL Cover-All - Issue
2019 Medicare updates,TronWeb - Claims
Validation is coming through as approved - TW system is showin it as declined. 6401040115785,TronWeb - Issue
NCL   Please create invoice for policy # 8004010000678  and add to root cause tickest for missing invoice/Dec (LD150892/INC1639111/INC1615684,NCL Cover-All - Issue
Not able to update bill plan - pol 8001010066806,TronWeb - Issue
Can't find report 201901MMAGC00804 in ECM Viewer for data of 1/26/19.,TronWeb - Reports
***Job FTPBNJ ended abnormally. 01/29/19 10:58:54.,AS400A
Policy# 8008030011189 - Technical error while making payment on MAC,MAC - MAPFRE Admin Center
5201070017258 Endorsement Declarations Issue,TronWeb - Print
POI needed for Policy#6401030008290,TronWeb - Interface
Add LOB to Existing Commission Chart,TronWeb - Reports
Missing Bank info in Temp mailbox 8001060006319,TronWeb - Treasury
***Job M_FTPEARSS ended abnormally. 01/29/19 14:32:29.,AS400A
8001060008524 / LUND - ERROR RECEIVED WHEN ISSUING MANUAL RENEWAL,TronWeb - Issue
8001010061728 - Validated mileage printed wrong on dec,TronWeb - Print
Submit proof of insurance to the DMV for policy:6401040108341,TronWeb - Interface
***Job CRTIVANS80 ended abnormally. 01/30/19 07:18:30.,AS400A
RE: IT Ticket 8001080004072_TX Mail Address Needed,TronWeb - Issue
***Job GC00804 ended abnormally. 01/30/19 08:33:29.,AS400A
8008030001136    FERRY STREET IRREVOCABLE REALTY TRUST   bill issued on 1/21/19 showing prior term premium and due dates,NCL Cover-All - Issue
"I am getting this error message when trying to issue a payment in MAC under claim# 52010718000695 ""java.lang.NullPointerException""",MAC - MAPFRE Admin Center
"5201070006424 _Manually Adding Violations in TW, Eff as of Renewal_Getting Error",TronWeb - Issue
6401040097817- unable to reprocess prior renewal 9/2/18 after Voiding,TronWeb - Issue
Tech control 9988 should not re-fire after initial review,TronWeb - Issue
MAPFRE - Quote# 52-CA-001097221-0 Error saving policy: TRN-20001:NON-EXISTENT CODE [PK g1002700]BATCH PROCESS FAILED,NCL Cover-All - Issue
8001060006215- Need to add Canada City/State/Zip,TronWeb - Issue
New Problem/appa5.2/pa/016869/8006110000049 /endorsement bound but not reflecting on Dec,TronWeb - Print
New Problem / CA / Downloads/ Agent did not received December Commision Download,TronWeb - Interface
Claim # 52040819000002 Policy #5204080000489 - Unable to open suffix for bodly injury ,MAC - MAPFRE Admin Center
***Job CRTIVANS80 ended abnormally. 01/31/19 07:22:53.,AS400A
TW report MMAGC00884 for December is out of balance with the data in the database,TronWeb - Reports
"6401040076667 - Unable to update the address- this is the error- NON-EXISTENT CODE: This policy did not pass validation""",TronWeb - Issue
MAC and Webmethods are having latency issues about 30 seconds after clicking on an item will it respond impacting 3-4 people.,MAC - MAPFRE Admin Center
TW claim 80040118000179 cannot reopen a suffix as the claim is synced to cancelled endorsement 5 in error,TronWeb - Claims
ECMviewer report  MMACO00894  (Daily Corporate Loss Report)  has the same figures in the January  28 and  January  29 reports,TronWeb - Reports
8008030009307 - Invoice policy holder name too long,NCL Cover-All - Issue
CA Protection Physical Damage RAPA Symbols Wrong at Renewal,TronWeb - Issue
6401040078584 - Please patch to return $25 SR22 Fee,TronWeb - Issue
New Problem/FL/AFE/Umbrella quote is declining due to underlying limits. Limits are acceptable by UW standards,AFE
Ended job PRTPNCLCXT per J. Jejettis request.  He is working with DBA to end it on the database,AS400A
ADDITIONAL PREMIUM GENERATED WHEN CHANGING NAMES,TronWeb - Issue
System charging a fee when policy is supposed to flat cancel at Renewal,TronWeb - Issue
System charging a fee when policy is supposed to flat cancel at Renewal,TronWeb - Issue
New problem/AZ052401/AFE/0106800952833 - Error in Bind Policy,AFE
8001010035356 - This policy increased due to a symbol change during a manual renewal transaction,TronWeb - Issue
"Per AZ Guidelines, agent should be able to rate a multi policy discount endorsement using a quote number.",AFE
8008010000082 - Renewal Decs keep issuing,NCL Cover-All - Issue
***Job GC01120 ended abnormally. 02/01/19 06:17:48.,AS400A
***Job M_GC01470 ended abnormally. 02/01/19 07:10:48.,AS400A
***Job CRTIVANS80 ended abnormally. 02/01/19 07:24:23.,AS400A
***Job M_TS01140 ended abnormally. 02/01/19 07:57:07.,AS400A
***Job CRTIVANS80 ended abnormally. 02/01/19 09:09:20.,AS400A
TronWeb - Agent Commissions - the register MMAGC00590 has last months info but dated February 1s,TronWeb - Reports
***Job M_GC00680 ended abnormally. 02/01/19 09:16:59.,AS400A
***Job M_TS01140 ended abnormally. 02/01/19 10:47:26.,AS400A
6401040089773_User processing endor_Getting Doc Retained for TC,TronWeb - Issue
"8006010004720  when changing mortgagee, premium increased 155.00",TronWeb - Issue
5201070008317 Premium discrepancy on Endors between AFE to TW,TronWeb - Issue
6.40104E+12,TronWeb - Issue
FL 5201070014702  - Coverages not showing on policy declaration page ,TronWeb - Print
OOBs in attached Tronweb Daily Premium spreadsheet for January.,TronWeb - Reports
8001010035356 - The premium went up almost 2K,TronWeb - Issue
***Job M_TS01140 ended abnormally. 02/04/19 09:03:31.,AS400A
MAPFRE NCL Policy 8008010001827 Error saving policy: unique constraint (TRON2000.PK_P2000025) violatedBATCH PROCESS FAILED,NCL Cover-All - Issue
Friday 2/1/19 Checks printed upside down Tronweb > all of company 80 checks and some company 64,TronWeb - Print
MTD TRONWEB LOSSES  OUT OF BALANCES FOR JANUARY  2019,TronWeb - Reports
reg pol - unable to change mailing address due to error below,TronWeb - Issue
TW DNR Notice Incorrect - COMPLIANCE - 8001010041347,TronWeb - Print
All CA LOB_MVR Tech Control 9919 fired 257 times_Document Retained for TC,TronWeb - Issue
MCS - Letter format is incorrect,MCS - MAPFRE Collections System
MMAGC01960 FOR   January   30 and  31st are not in ECMViewer,TronWeb - Reports
 6401040110536_unable to cxl pol due to error_Document Retained for TC,TronWeb - Issue
MAPFRE - TronWeb Monthly Commissions fro January 2019 OOB.,TronWeb - Reports
80010818001512 _Claim Patch needed to go back 1 endorsement,TronWeb - Claims
8001010069071 -- Reform endor #1 triggered an Audit TC 1018 but there is nothing in TW to authorize,TronWeb - Issue
