short_description,cmdb_ci
NEW TR INCIDENT cannot apply payment to policy. please,TronWeb - Treasury
OOBs Monthly Losses - see attached Monthly spreadsheet for September as detailed below:,TronWeb - Reports
***Job TS00740 ended abnormally. 12/09/18 04:06:52.,AS400A
6002 Tech Control failing for fire at renewal when Checkren is set.,TronWeb - Issue
Endorsement Fee options are not displayed or not working in TronWeb,
8001010058255 TRON REMOVED MPD,TronWeb - Endorsements
Positive pay for CWIC & MIC TronWeb is getting duplicated,TronWeb - Financial
6401030014217 - Notice of Pending Cancellation issued on 8/7 for $51.66 due by 8/21.  Why didn't this policy cancel,TronWeb - Treasury
"Out of balances on 4/27, 4/28, 4/29 & 4//14 Co.80 on rpt MMAGC00886 for Daily & Monthly Written Prem & Commissions.",TronWeb - Treasury
CURRENT CARRIER - AUTOMATED REJECT REPORT FOR BATCH NO - 131021163,TronWeb - Interface
"*AFE - CA031405 -0601801779445 - agent doing quote for insured, did with companion credit, printed, removed, printed, ad",AFE
8001010060457 Notice of insurance to dmv needed,TronWeb - Interface
6401050003707 - policy generated a new renewal for the same amount the insured just paid.,TronWeb - Issue
ECMVIEWER REPORT MMAGC00425 - Agent EFT Transfer Report ,TronWeb - Interface
TW/ECM Issue - CARFAX Validated Mileage_8001010049110 ,TronWeb - Issue
TronWeb Monthly Commissions for April 2015 OOB.,
MMAGC00830 Report for 4/25/15 didn't generate,TronWeb - Reports
8001010067068 ERROR MESSAGE,TronWeb - Issue
***Job M_GC00680 ended abnormally. 12/01/17 20:25:20.,AS400A
Submit proof of insurance to the DMV for policy:6401040091202,TronWeb - Interface
Fw: CA AFE error,AFE
***Job M_EM02260 ended abnormally. 01/01/16 13:49:43.,AS400A
8001060000970- NEED TO ISSUE RENEWAL NEED TO RENEW POLICY- GETTING ERROR MESSAGE,TronWeb - Issue
MTD Tronweb Out of Balance Spreadsheet for October,TronWeb - Reports
***Job M_GLTES80 ended abnormally. 04/01/14 02:46:35.,
6401040022694 - adding driver getting driver listed more than one time error,TronWeb - Issue
"New Problem - AFE - AZ043747 - 8006040001379  - ""Elite"" not available as a bundle for home policy",AFE
trn-2001 non existant code - 6401030009776,TronWeb - Issue
"Receiving ""Error in bind policy"" for 8001010023689",AFE
UNABLE TO OPEN SUFFIX Claim# 52010718001355,TronWeb - Claims
8001010039611  process a backdated endorsement and getting a global error,TronWeb - Endorsements
8006010010327 - wildfire and home renovation factor re rating,TronWeb - Rating
Tronweb locks up after an hour everyday 2 or 3 times a day.,TronWeb - Performance
8/19/15 Tronweb ECM Report 201508MMAGC01980 No data for work of 8/19/15,TronWeb - Reports
6401030001763 UNABLE TO PROCESS MANUAL  RENEWAL (RENEWAL 11/17/2013 PLEASE RUSH),TronWeb - Renewals
BOA Prenote file - No report in ECMViewer MMAGC00425,TronWeb - Interface
tronweb - slow,TronWeb - Issue
Amount reflected on final bill is not the same as amount owed in TronWeb,TronWeb - Treasury
MMAD16 Needed Immediately,TronWeb - Interface
MAPFRE NCL Policy 8008010001708 Ins'd req to cancel 11/22/16 - purge 2017 renewal,NCL Cover-All - Issue
AUTOMATED REJECT REPORT FOR BATCH NO - 132981161,TronWeb - Interface
8001010000267 Cancel payment received within 5 days of,TronWeb
6401030041081 - unable to release endorsement in provisional status,TronWeb - Issue
New Problem - CA - AFE - E672SSCH - AFE not pulling MVR's: License Status MVR Report Order Status  Report unavailable. I,AFE
Report  MMACO00894  -  DAILY CORPORATE LOSS REPORT Is Not in ECMViewer for  December  12,TronWeb - Reports
***Job GC01120 ended abnormally. 09/03/15 04:28:03.,AS400A
Please remove the Cause and Consequence fo Personal Advertising Injury from Claim 52040818000038,TronWeb - Claims
INC1326863/ Cov C issue - reduction in coverage not,TronWeb - Issue
Submit SR22 to the DMV for Driver - 8001010060433,TronWeb - Interface
New Issue / FL / ENDT / AFE TW / ORA-20000: [EA_K_TECH_CTRL_FINISH_107.P_GEN_CTRL_LEVEL8]thers:ORA-20001: TRN / 5201070007607,AFE
Tronweb USA Mresesrva data for 201210 is inaccurate.  It shows all reserves current and prior to be 0,TronWeb
TronWeb - CWIC Auto Products - Policy Fee incorrectly displaying on the DEC after multiple endorsements on the same day,TronWeb - Print
TW Agent Code 1604 Consumer Friendly Insurance -,TronWeb - Financial
D09 Renewal Testing - Driver ID For All Drivers Showing 0001,TronWeb - Issue
Tronweb MMAGC01420 issue reference INC1258324 AND,TronWeb - Reports
Submit proof of insurance to the DMV for policy: 6401030031702,TronWeb - Interface
Submit SR22 to the DMV for Driver 6401040015589,TronWeb - Interface
MAC NOT WORKING PROPERLY- DATA NOT AVAILABLE,MAC - MAPFRE Admin Center
Locked  Claim # 52010716001122-001,TronWeb - Claims
Surcharge information not coming correctly in AFE,AFE
"New Problem - AFE - B2924SOL - 0101807696724- when proceeding to calc premium, error message comes up",AFE
8001010028387 - electronic file with DMV,TronWeb - Interface
"Short Description: POLICY WON'T CANCEL FOR NON PAY,",TronWeb - Issue
Unable to change pay plan - TW Company 80 - policy,TronWeb - Treasury
52010716000554 - ECW  ISO- task for missing info but tables are completed. ,ClaimWorks v2
Unable to click on MSB,AFE
POI 8004010003371  ,TronWeb - Interface
2/18/15 CWIC Tronweb Prem acct #4504 ck#1040880 $177.97 w/o 2/18/15,TronWeb - Financial
1/26 & 1/27 Tronweb Reports missing from ECM Viewer,TronWeb - Reports
Phone number displayed on SSO Login and Landing pages require change (they are currently incorrect),Life Insurance Applications
Submit proof of insurance to the DMV for policy:  401020017641,TronWeb - Interface
MAPFRE NCL Policy 8008030012691 AI error on renewal,NCL Cover-All - Issue
Submit proof of insurance to the DMV for policy:   6401020044193,TronWeb - Interface
Unable to process TW checks company 52 and 80 receiving,TronWeb - Treasury
IT Ticket 6401030012498,TronWeb - Issue
***Job CRTIVANS80 ended abnormally. 11/28/18 07:19:55.,AS400A
"*new problem- afe - az - AZ016092 - 0609800011205 - agent trying to rate quick quote and gets ""20099101 [ [em_k_cal_fact",TronWeb - Rating
Fw: 8001010038416 - defect with good student discount,TronWeb - Issue
TronWeb Reports Do Not Balance,TronWeb - Reports
Submit proof of insurance to the DMV for policy: 6401030007625,TronWeb - Interface
New Issue/CA/Mapfre Connect/org.springframework error after vehicle tab/0108800514629,AFE
6401030027414 - Driver Listed More Than Once Error,TronWeb - Issue
***Job GC00830 ended abnormally. 01/31/18 01:32:53.,AS400A
CURRENT CARRIER - AUTOMATED REJECT REPORT FOR BATCH NO - 132131167,TronWeb - Interface
"TronWeb error message ""Third Party already exists",TronWeb - Financial
"*New Problem - AFE - CA - CA005893 - Trying to process cancellation and gets ""6401040019485ORA-20000: [EM_P_MVR_FEE] ORA",AFE
Online Policy Addition Error - Unable to add policy,B2C
Submit proof of insurance to the DMV for policy,TronWeb - Interface
***Job GC01120 ended abnormally. 02/01/17 06:17:26.,AS400A
Tronweb job GC01680,TronWeb - Reports
MAC is running really slow,MAC - MAPFRE Admin Center
***Job GC00400 ended abnormally. 08/17/16 01:58:19.,AS400A
New Problem/AFE/PA Download/  8001080001730 auto policy not downloading even after force download on an endorsement ,TronWeb - Interface
CA - IVANS Download - AIJER024 - Agents urned off,TronWeb - Interface
Submit proof of insurance to the DMV for policy: 8001010006381,TronWeb - Interface
MAPFRE NCL Policy #8008030004188 Error saving policy: DOCUMENT RETAINED FOR TECHNICAL CONTROL [a2990700],NCL Cover-All - Issue
I am unable to access lognotes for MAPFRE CA claims ie: 80060115000476,TronWeb - Claims
CURRENT CARRIER AUTOMATED REJECT REPORT FOR BATCH NO - 150421191,TronWeb - Interface
Tronweb completely locks up if anyone is idle (For this,TronWeb - Performance
"AZ / AFE Quoting / Quoting New Business Auto, AZ Theft",AFE
8001060001270 - Policy In Provisional Status with Reject TC - Patch needed,TronWeb - Issue
80010118002788  - Unable to open a suffix,TronWeb - Claims
New TW Incident - Umbrella did not trigger a tech control for underlying auto policy not bound,TronWeb - Issue
I'm trying to update banking info in Third Party Routines 6401020024712 ,TronWeb - Issue
Mapfre-ISO BOP Off Premises Interruption of Business-Vehicles & Mobile Equipment-Stat Code 59,NCL Cover-All - Issue
Getting non-existent code a7000900 pk error when pulling up policy 80080217000102,TronWeb - Claims
Submit proof of insurance to the DMV for policy:6401050009331,TronWeb - Interface
CURRENT CARRIER AUTOMATED REJECT REPORT FOR BATCH NO - 150121067,TronWeb - Interface
***Job GC01960 ended abnormally. 10/15/17 05:49:46.,AS400A
New Issue / CA / AFE TW PayBill / There was a problem trying to display this page. / 0104647564207,AFE
Policy in provisional status with -2 screen shot,TronWeb - Issue
Same driver being listed on multiple vehicles at Renewal - possibly due to OOS - See attachment for policy listings ,TronWeb - Renewals
MIC TW 4449 MMAGC00650 Report is missing in ECM for 11/11/15,TronWeb - Reports
Submit proof of insurance to the DMV for policy: 6401040018043,TronWeb - Interface
MAPFRE - Polciy 5204070001593 - see attched email - something is not right with MAC 2018 term,MAC - MAPFRE Admin Center
"Agent bridges from EZLynx, Coverage A amount changes to MSB amount when the form/bundle selection is changed / AIDTL223",AFE
Submit proof of insurance to the DMV for policy:   6401030015192,TronWeb - Interface
***Job GC01120 ended abnormally. 03/10/18 06:17:27.,AS400A
0106800037733  Quote Discrepancy based on financial merit score getting No Hit,AFE
Add Observation Tech control when HO policy is Lender Bill and mortgagee is 'Others',
New Issue/CA/Mapfre Connect/Agent cannot get past general information on full quote/0101804156500,AFE
POI to DMV needed policy 8001010012898 ,TronWeb - Interface
OOBs on Monthly Loss spreadsheet attached for November 2015 for all 3 Companies.,TronWeb - Reports
***Job GC00420 ended abnormally. 01/27/16 06:36:11.,AS400A
***Job GC01120 ended abnormally. 03/19/16 00:33:00.,AS400A
8/10/17 Tronweb Co 52 Claims Checks - *High Priority*,TronWeb - Print
Fw: 8001010004632 - Ye Banh Endorsement,AFE
***Job GC01120 ended abnormally. 07/19/15 00:03:06.,AS400A
TW_Prot Carfax_Ren Updating_Program Changes not displaying at Policy or Risk Level,TronWeb - Issue
6401050001499 Renewal update Added Claim Activity - charging for accidents where driver is not at fault.,TronWeb - Renewals
"New Problem / 778 / 0101801882051 / CA / AFE / Agent calculates, and it errors [EM_K_TA010900.P_GET_PD_SYMBOL]NON-EXISTENT CODE em_k_ta010070.p_lee_ta010072",AFE
AS400-Tronweb job name: co00896dly corp failed there are 3 groups that have not run because of this.,TronWeb - Reports
8001010000728 Please lift the pending non pay cancel. The insured paid the correct January amount per the EFT statement.,TronWeb
Unable to open Tronweb report MMATS00930,TronWeb - Reports
5201070009824 change the mailing address ,TronWeb - Issue
***Job GC01970 ended abnormally. 03/09/18 07:26:23.,AS400A
Unable to open Tronweb (40 impacted),TronWeb - Issue
Insured unable to make payment on website,B2C
***Job GC01120 ended abnormally. 07/30/16 01:18:18.,AS400A
TronWeb Report MMATS00010 - Weekly Duplicate Claim Payments for week ending 8/3/14 (Run date 8/4/14) is missing in ECM,TronWeb - Reports
6401020002187 changing address - Error:Driver listed,TronWeb - Issue
8006010028475 - System shows MSB is completed but in ECM the MSB Report is blank.,AFE
Report ECM - MMATS00850,TronWeb - Reports
Session Terminated Report - MMAP01@aixprd1,
Submit proof of insurance to the DMV for policy:  8001010006591,TronWeb - Issue
"CA AFE- AIFAR182-Invoice is printing showing ""System Error"" as a Transaction Description. 9attachment)",AFE
***Job GC00770 ended abnormally. 11/26/17 00:53:02.,AS400A
MMAGC00892 Year to date AO column appears incorrect -,TronWeb - Reports
New Problem / Internal / 0104647601893 / CA / AFE / Premium changes after uploading the pictures for review,AFE
MAPFRE NCL Policy 8008010001576 Error saving policy: TRN-20001:NON-EXISTENT CODE [PK g1002700]BATCH PROCESS FAILED,NCL Cover-All - Issue
8001080001206/ Bauersmith/ Policy Change,AFE
"Receiving error his account has been locked on AFE - However, AD CGIEXTP.EXT does not show Mario as locked.  ",AFE
TW MAC - MAC is working but will not allow payments to go through ,MAC - MAPFRE Admin Center
6401030023429 trying to exclude driver - receiving,TronWeb - Endorsements
Policy 6401020015206 has been on the Treasury Incident Report since 8/7/13.,TronWeb - Issue
MAPFRE - Policy 8008030004266 AI error on endorsement,NCL Cover-All - Issue
Policy#6401040065764,TronWeb - Interface
Submit proof of insurance to the DMV for policy:6401040092396,TronWeb - Interface
"8001010001551 Please remove the RE receipt from the mailbox, #28753. The policy will be cancelled",TronWeb
ISO NCL PRODUCTION SUPPORT - MIC52 FLORIDA AUTO/GARAGE 5/17 ALLOCATED EXPENSE PAID LOSS ISO REPORTING ISSUE & OOB,NCL Cover-All - Issue
"I do not have privilegies to compile, insert or update in mmad18 and I need reset my user ",TronWeb - Issue
Quote number 0610800021528,TronWeb - Issue
8001010051767 trying to apply payment through settlement receipts but each time I try ,TronWeb - Treasury
URGENT - 6401040105701_Premium Changed on AFE Quote,AFE
6401030000560 - This policy has an unexplained fee of $4.60 added  and the insured is requesting that this be removed,TronWeb - Endorsements
Fw: Online Portal Problems,B2C
AFE - The .pdf files (new business) will not download.,AFE
New Problem/PAAP/PA/003165/8001080003489/ [EA_K_TECH_CTRL_FINISH_108.P_GEN_CTRL_LEVEL8]NON-EXISTENT CODE [PK,TronWeb - Issue
***Job M_GC01470 ended abnormally. 12/01/18 06:37:30.,AS400A
Policy Level Drivers (21) listed at the Zero Common Risk Level (Risk 0) are not showing in the Involved Party Table. ,TronWeb - Claims
Submit SR22 to the DMV for Driver,TronWeb - Interface
TronWeb Daily Claims Additions to Third Party Report MMATS02200 accuracy,TronWeb - Reports
TRONWEB POLICY 6401040030046,TronWeb - Treasury
New Problem-AFE-FL02000-5201070003939-5201070003939ORA-20000: [EA_K_TECH_CTRL_FINISH_107.P_GEN_CTRL_LEVEL8]thers:ORA-20001: TRN-20001:NON-EXISTENT CODE [PK a10,AFE
8006010020595 is locked by another user,TronWeb - Issue
Issues with setting up an account online via the mapfreinsurance.com web site. ,B2C
Tron Web will not open. ,TronWeb - Issue
Unable to log into Tronweb - Stuck at wW,TronWeb - Issue
MAC Down > Issue with Tronweb,MAC - MAPFRE Admin Center
***Job FTPEFTSW64 ended abnormally. 04/24/18 00:27:09.,AS400A
